SECTOR,ID_PASO_EITI,CICLO,PERIODO,ID_ENTIDAD_FEDERATIVA_ENTREGA_ITEMS_PROCED,ENTIDAD_FEDERATIVA_ENTREGA_ITEMS_PROCED,ID_MUNICIPIO_ENTREGA_ITEMS_PROCED,MUNICIPIO_ENTREGA_ITEMS_PROCED,TIPO_COORDENADAS,COORDENADAS_DETALLE_1,COORDENADAS_DETALLE_2,COORDENADAS_DETALLE_3,COORDENADAS_DETALLE_4,ID_TIPO_CONTRATO,DESC_TIPO_CONTRATO,OCID,ID_CONTRATO,DESC_CONTRATO,ID_ADICIONAL_CONTRATO,ID_EXPEDIENTE,NUMERO_PROCED,ID_ITEMS_CONTRATO,DESC_ITEMS_CONTRATO,SUPERFICIE,UNIDAD,URL_LOCALIZACION_ITEMS_CONTRATO,ESTATUS_CONTRATO,DETALLE_ESTATUS_CONTRATO,FECHA_ADJUDICACION,URL_DOCUMENTO_ADJUDICACION,FECHA_FIRMA_CONTRATO,FECHA_INICIO_CONTRATO,FECHA_FIN_CONTRATO,DURACION_MAXIMA_CONTRATO,DURACION_DIAS_CONTRATO,NUMERO_PRORROGAS,DURACION_PRORROGAS,ID_ORGANIZACION,DESC_ORGANIZACION,ID_ADICIONAL_ORGANIZACION,TIPO_ORGANIZACION,PAIS_ORGANIZACION,GIRO_ORGANIZACION,EMPLEADOS_CONTRATADOS,EMPLEADOS_AFILIADOS,ID_DOCUMENTO_CONTRATO,DESC_TIPO_DOCUMENTO_CONTRATO,NOMBRE_DOCUMENTO_CONTRATO,DETALLE_DOCUMENTO_CONTRATO,URL_DOCUMENTO_CONTRATO,FECHA_PUBLICACION_DOCUMENTO_CONTRATO,FECHA_ACTUALIZACION_DOCUMENTO_CONTRATO,FORMATO_DOCUMENTO_CONTRATO,IDIOMA_DOCUMENTO_CONTRATO,ID_HITO_CONTRATO,DESC_HITO_CONTRATO,TIPO_HITO_CONTRATO,DETALLE_HITO_CONTRATO,FECHA_PLANEADA_HITO_CONTRATO,FECHA_CUMPLIMIENTO_HITO_CONTRATO,FECHA_MODIFICADA_HITO_CONTRATO,ESTATUS_HITO_CONTRATO,ID_DOCUMENTO_HITO_CONTRATO,TIPO_DOCUMENTO_HITO_CONTRATO,NOMBRE_DOCUMENTO_HITO_CONTRATO,DETALLE_DOCUMENTO_HITO_CONTRATO,URL_DOCUMENTO_HITO_CONTRATO,FECHA_PUBLICACION_DOCUMENTO_HITO_CONTRATO,FECHA_ACTUALIZACION_DOCUMENTO_HITO_CONTRATO,FORMATO_DOCUMENTO_HITO_CONTRATO,IDIOMA_DOCUMENTO_HITO_CONTRATO,FECHA_PUBLICACION,FECHA_ACTUALIZACION,FUENTE_INFORMACION,CONTACTO_INFORMACION
Hidrocarburos,1,2018,Septiembre,27,Tabasco,N/A,Marino,Geográficas,-92.76667,18.875,0,Centroide,10,Asignación de exploración,N/A,AE-0018,Aguas someras,N/A,0,N/A,18,Okom - 01,580.62293,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0018-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,N/A,Marino,Geográficas,-92.83333,18.625,0,Centroide,10,Asignación de exploración,N/A,AE-0019,Aguas someras,N/A,0,N/A,19,Okom - 02,969.79742,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0019-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.48841,19.38152,0,Centroide,10,Asignación de exploración,N/A,AE-0020,Aguas someras,N/A,0,N/A,20,Okom - 03,886.55596,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0020-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.50202,19.1286,0,Centroide,10,Asignación de exploración,N/A,AE-0021,Aguas someras,N/A,0,N/A,21,Okom - 04,907.66618,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0021-3M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.50179,18.87381,0,Centroide,10,Asignación de exploración,N/A,AE-0022,Aguas someras,N/A,0,N/A,22,Okom - 05,946.74793,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0022-3M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,N/A,Marino,Geográficas,-92.5,18.675,0,Centroide,10,Asignación de exploración,N/A,AE-0023,Aguas someras,N/A,0,N/A,23,Okom - 06,581.626,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0023-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.16667,19.125,0,Centroide,10,Asignación de exploración,N/A,AE-0024,Aguas someras,N/A,0,N/A,24,Okom - 07,965.63115,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0024-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.23333,18.875,0,Centroide,10,Asignación de exploración,N/A,AE-0025,Aguas someras,N/A,0,N/A,25,Okom - 08,580.62293,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0025-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,N/A,Marino,Geográficas,-92.76667,19.425,0,Centroide,10,Asignación de exploración,N/A,AE-0026,Aguas someras,N/A,0,N/A,26,Xulum-Ayin - 01,346.741,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0026-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,N/A,Marino,Geográficas,-92.83333,19.125,0,Centroide,10,Asignación de exploración,N/A,AE-0027,Aguas someras,N/A,0,N/A,27,Xulum-Ayín - 02,965.63115,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0027-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,207,Tres Valles,Geográficas,-96.1,18.4,0,Centroide,10,Asignación de exploración,N/A,AE-0028,Terrestre,N/A,0,N/A,28,Cotaxtla - 01,466.41532,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0028-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,54,Chacaltianguis,Geográficas,-95.83333,18.175,0,Centroide,10,Asignación de exploración,N/A,AE-0029,Terrestre,N/A,0,N/A,29,Cotaxtla - 02,584.16902,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0029-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,130,Playa Vicente,Geográficas,-95.5,17.675,0,Centroide,10,Asignación de exploración,N/A,AE-0030,Terrestre,N/A,0,N/A,30,Cotaxtla - 03,586.76074,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0030-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,105,Medellín,Geográficas,-96.16667,18.875,0,Centroide,10,Asignación de exploración,N/A,AE-0031,Terrestre,N/A,0,N/A,31,Joachín - 01,967.70433,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0031-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,174,Tierra Blanca,Geográficas,-96.16667,18.625,0,Centroide,10,Asignación de exploración,N/A,AE-0032,Terrestre,N/A,0,N/A,32,Joachín - 02,969.79742,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0032-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,5,Acula,Geográficas,-95.8641,18.58743,0,Centroide,10,Asignación de exploración,N/A,AE-0033,Terrestre,N/A,0,N/A,33,Joachín - 03,514.7337,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0033-3M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,45,Cosamaloapan de Carpio,Geográficas,-95.83333,18.375,0,Centroide,10,Asignación de exploración,N/A,AE-0034,Terrestre,N/A,0,N/A,34,Joachín - 04,971.91055,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0034-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,143,Santiago Tuxtla,Geográficas,-95.5,18.375,0,Centroide,10,Asignación de exploración,N/A,AE-0035,Terrestre,N/A,0,N/A,35,Joachín - 05,971.91056,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0035-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,94,Juan Rodríguez Clara,Geográficas,-95.5,18.125,0,Centroide,10,Asignación de exploración,N/A,AE-0036,Terrestre,N/A,0,N/A,36,Joachín - 06,974.04386,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0036-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,141,San Andrés Tuxtla,Geográficas,-95.23333,18.325,0,Centroide,10,Asignación de exploración,N/A,AE-0037,Terrestre,N/A,0,N/A,37,Joachín - 07,350.04082,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0037-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,73,Hueyapan de Ocampo,Geográficas,-95.16667,18.125,0,Centroide,10,Asignación de exploración,N/A,AE-0038,Terrestre,N/A,0,N/A,38,Joachín - 08,974.04386,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0038-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,130,Playa Vicente,Geográficas,-95.5,17.875,0,Centroide,10,Asignación de exploración,N/A,AE-0039,Terrestre,N/A,0,N/A,39,Tesechoacán - 01,976.19749,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0039-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,142,San Juan Evangelista,Geográficas,-95.23333,17.875,0,Centroide,10,Asignación de exploración,N/A,AE-0040,Terrestre,N/A,0,N/A,40,Tesechoacán - 02,585.71883,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0040-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,149,Soteapan,Geográficas,-94.96667,18.125,0,Centroide,10,Asignación de exploración,N/A,AE-0041,Terrestre,N/A,0,N/A,41,Tesechoacán - 03,194.80894,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0041-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,204,Agua Dulce,Geográficas,-94.17563,18.1185,0,Centroide,10,Asignación de exploración,N/A,AE-0042,Terrestre,N/A,0,N/A,42,Agua Dulce - 01,868.60642,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0042-4M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,2,Cárdenas,Geográficas,-93.80998,18.10979,0,Centroide,10,Asignación de exploración,N/A,AE-0043,Terrestre,N/A,0,N/A,43,Agua Dulce - 02,687.37959,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0043-3M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,61,Las Choapas,Geográficas,-94.16152,17.87206,0,Centroide,10,Asignación de exploración,N/A,AE-0044,Terrestre,N/A,0,N/A,44,Agua Dulce - 03,934.73431,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0044-4M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,8,Huimanguillo,Geográficas,-93.83468,17.87495,0,Centroide,10,Asignación de exploración,N/A,AE-0045,Terrestre,N/A,0,N/A,45,Agua Dulce - 04,965.62334,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0045-4M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,108,Minatitlán,Geográficas,-94.16667,17.625,0,Centroide,10,Asignación de exploración,N/A,AE-0046,Terrestre,N/A,0,N/A,46,Agua Dulce - 05,978.37156,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0046-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,61,Las Choapas,Geográficas,-93.83333,17.625,0,Centroide,10,Asignación de exploración,N/A,AE-0047,Terrestre,N/A,0,N/A,47,Agua Dulce - 06,978.37156,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0047-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,108,Minatitlán,Geográficas,-94.43647,17.86996,0,Centroide,10,Asignación de exploración,N/A,AE-0048,Terrestre,N/A,0,N/A,48,Almagres - 01,558.08498,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0048-4M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,61,Las Choapas,Geográficas,-93.83333,17.475,0,Centroide,10,Asignación de exploración,N/A,AE-0050,Terrestre,N/A,0,N/A,50,Huimanguillo - 02,195.93701,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0050-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,5,Comalcalco,Geográficas,-93.48557,18.38129,0,Centroide,10,Asignación de exploración,N/A,AE-0051,Terrestre,N/A,0,N/A,51,Mezcalapa - 01,652.76485,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0051-4M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,2,Cárdenas,Geográficas,-93.5,18.125,0,Centroide,10,Asignación de exploración,N/A,AE-0052,Terrestre,N/A,0,N/A,52,Mezcalapa - 02,974.04386,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-27,2014-08-27,2039-08-27,25,9131,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AE-0052-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
